Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1695945206.3821032,1064,86007,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945207.3815782,1065,86008,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945208.3822093,1066,86009,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945209.3814657,1067,86010,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945210.3829985,1068,86011,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945211.3831277,1069,86012,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945212.382159,1070,86013,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945213.382158,1071,86014,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945214.384404,1072,86015,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945215.3828478,1073,86016,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945216.3830566,1074,86017,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945217.3810618,1075,86018,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945218.3820853,1076,86019,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945219.420165,1077,86020,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945220.4196253,1078,86021,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945221.4193017,1079,86022,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945222.38338,1080,86023,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945223.421301,1081,86024,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945224.4205463,1082,86025,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945225.382377,1083,86026,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945226.4212713,1084,86027,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945227.3824363,1085,86028,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945228.3829224,1086,86029,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945229.381403,1087,86030,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945230.420549,1088,86031,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945231.3813415,1089,86032,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945232.3819003,1090,86033,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945233.3817203,1091,86034,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945234.3833427,1092,86035,0,GPS1_Frame,42.338258333333336,-71.085525,13.9,328195.93170930026,4689440.1615601145,19,T
1695945235.3826272,1093,86036,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945236.3821182,1094,86037,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945237.3820667,1095,86038,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945238.382662,1096,86039,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945239.383392,1097,86040,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945240.383392,1098,86041,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945241.381623,1099,86042,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945242.3824873,1100,86043,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945243.3828413,1101,86044,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945244.3815434,1102,86045,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945245.3830082,1103,86046,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945246.3831556,1104,86047,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945247.3826215,1105,86048,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945248.3816986,1106,86049,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945249.3816357,1107,86050,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945250.3824186,1108,86051,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945251.3827891,1109,86052,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945252.382028,1110,86053,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945253.381829,1111,86054,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945254.382535,1112,86055,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945255.3819337,1113,86056,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945256.3817632,1114,86057,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945257.3817358,1115,86058,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945258.3833797,1116,86059,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945259.38218,1117,86060,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945260.3820732,1118,86061,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945261.3816488,1119,86062,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945262.3833084,1120,86063,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945263.382323,1121,86064,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945264.3826296,1122,86065,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945265.381459,1123,86066,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945266.3823993,1124,86067,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945267.3824098,1125,86068,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945268.38156,1126,86069,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945269.3814461,1127,86070,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945270.4222445,1128,86071,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945271.4212584,1129,86072,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945272.4204733,1130,86073,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945273.3823888,1131,86074,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945274.4214425,1132,86075,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945275.4215696,1133,86076,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945276.3832464,1134,86077,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945277.420479,1135,86078,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945278.382487,1136,86079,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945279.3828177,1137,86080,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945280.3816917,1138,86081,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945281.4197721,1139,86082,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945282.3837183,1140,86083,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945283.3828564,1141,86084,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945284.3823771,1142,86085,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945285.3825793,1143,86086,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945286.3829765,1144,86087,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945287.3827045,1145,86088,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945288.3838603,1146,86089,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945289.3825579,1147,86090,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945290.383161,1148,86091,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945291.382954,1149,86092,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945292.3824813,1150,86093,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945293.382605,1151,86094,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945294.3840632,1152,86095,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945295.3833368,1153,86096,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945296.3831365,1154,86097,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945297.3826098,1155,86098,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945298.3833735,1156,86099,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945299.379757,1157,86100,0,GPS1_Frame,42.338256666666666,-71.085525,13.9,328195.92717025103,4689439.976489491,19,T
1695945300.3835955,1158,86101,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945301.38237,1159,86102,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945302.383848,1160,86103,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945303.3848104,1161,86104,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945304.3826294,1162,86105,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945305.3821247,1163,86106,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945306.3805695,1164,86107,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945307.386532,1165,86108,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945308.3798141,1166,86109,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945309.3821223,1167,86110,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945310.3836322,1168,86111,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945311.3837886,1169,86112,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945312.3843122,1170,86113,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945313.382298,1171,86114,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945314.3835402,1172,86115,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945315.3874755,1173,86116,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945316.3823738,1174,86117,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945317.380995,1175,86118,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.9,328195.7898657069,4689439.979857028,19,T
1695945318.3839338,1176,86119,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.8,328195.7898657069,4689439.979857028,19,T
1695945319.3831148,1177,86120,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.8,328195.7898657069,4689439.979857028,19,T
1695945320.382592,1178,86121,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.8,328195.7898657069,4689439.979857028,19,T
1695945321.4197857,1179,86122,0,GPS1_Frame,42.338256666666666,-71.08552666666667,13.8,328195.7898657069,4689439.979857028,19,T
1695945322.4219713,1180,86123,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945323.4219468,1181,86124,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945324.38421,1182,86125,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945325.421715,1183,86126,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945326.4221349,1184,86127,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945327.3835664,1185,86128,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945328.4212813,1186,86129,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945329.3833122,1187,86130,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945330.3844995,1188,86131,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945331.4220138,1189,86132,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945332.382875,1190,86133,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945333.3823292,1191,86134,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945334.3839374,1192,86135,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945335.3841846,1193,86136,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945336.3840775,1194,86137,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945337.383198,1195,86138,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945338.384341,1196,86139,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945339.3841584,1197,86140,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945340.3823724,1198,86141,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945341.381968,1199,86142,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945342.3837771,1200,86143,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945343.382629,1201,86144,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945344.3821855,1202,86145,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945345.3820648,1203,86146,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945346.382956,1204,86147,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945347.3839493,1205,86148,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945348.3840637,1206,86149,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945349.3824542,1207,86150,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945350.3842022,1208,86151,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945351.3840747,1209,86152,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945352.3846903,1210,86153,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945353.3826406,1211,86154,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945354.3847291,1212,86155,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945355.3843982,1213,86156,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945356.3838336,1214,86157,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945357.3833487,1215,86158,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945359.2596564,1216,86159,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945360.256497,1217,86160,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945361.2604442,1218,86161,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945362.258638,1219,86162,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945363.2597258,1220,86163,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945364.2596493,1221,86164,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945365.2592535,1222,86165,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945366.2590475,1223,86166,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945367.2604985,1224,86167,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945368.259686,1225,86168,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945369.256113,1226,86169,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945370.260637,1227,86170,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945371.2599313,1228,86171,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945372.257015,1229,86172,0,GPS1_Frame,42.338255,-71.08552666666667,13.8,328195.7853266542,4689439.794786406,19,T
1695945373.3025625,1230,86173,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945374.2948706,1231,86174,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945375.2955015,1232,86175,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945376.2603712,1233,86176,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945377.2973142,1234,86177,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945378.2924328,1235,86178,0,GPS1_Frame,42.338255,-71.08552833333333,13.8,328195.6480221064,4689439.798153946,19,T
1695945379.2568603,1236,86179,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945380.2602808,1237,86180,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945381.2558172,1238,86181,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945382.256431,1239,86182,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945383.2580035,1240,86183,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945384.2963724,1241,86184,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945385.2576556,1242,86185,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945386.2958086,1243,86186,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945387.2575443,1244,86187,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945388.2563605,1245,86188,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945389.2550454,1246,86189,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945390.2557347,1247,86190,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945391.2572532,1248,86191,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945392.2567577,1249,86192,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945393.2555187,1250,86193,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945394.2574399,1251,86194,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945395.258827,1252,86195,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945396.2597387,1253,86196,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945397.2586994,1254,86197,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945398.2584562,1255,86198,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945399.2584453,1256,86199,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945400.259359,1257,86200,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945401.257617,1258,86201,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945402.2584572,1259,86202,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945403.2612357,1260,86203,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945404.2589188,1261,86204,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945405.2585402,1262,86205,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945406.2582526,1263,86206,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945407.2597818,1264,86207,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945408.2593534,1265,86208,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945409.2602246,1266,86209,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945410.258772,1267,86210,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945411.2594001,1268,86211,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945412.2587984,1269,86212,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945413.2586017,1270,86213,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945414.2578862,1271,86214,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945415.259346,1272,86215,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945416.258759,1273,86216,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.8,328195.64348305017,4689439.613083323,19,T
1695945417.255935,1274,86217,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.7,328195.64348305017,4689439.613083323,19,T
1695945418.255745,1275,86218,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.7,328195.64348305017,4689439.613083323,19,T
1695945419.2575653,1276,86219,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.7,328195.64348305017,4689439.613083323,19,T
1695945420.2574337,1277,86220,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.7,328195.64348305017,4689439.613083323,19,T
1695945421.256829,1278,86221,0,GPS1_Frame,42.338253333333334,-71.08552833333333,13.7,328195.64348305017,4689439.613083323,19,T
